1429033662.888005, -0.000100055, 0.000390863, -0.012618, 0.000108255, 3.41236e-05, -6.43596e-06, 0.301721, 0.106736, -0.0361172, -0.0565
1429033662.890579, -0.00461271, 0.0303545, -1.1139, 0.00439563, 0.00256082, -0.00126409, 3.17559, 2.22517, -1.14194, 0.072253
1429033662.893001, -0.0169832, 0.108423, -4.52084, 0.0144981, 0.0111136, -0.00564568, 4.99193, 4.48483, -2.29869, -0.0565
1429033662.895468, -0.0363848, 0.187913, -8.36521, 0.0252846, 0.020785, -0.0106583, 3.50526, 3.18515, -1.6176, -0.0565
1429033662.897968, -0.0458859, 0.230657, -10.5118, 0.0299253, 0.0248579, -0.0130564, 0.519753, 0.283495, -0.481941, -0.0565
1429033662.900470, -0.0386468, 0.227325, -10.5828, 0.0290606, 0.023655, -0.0133054, -1.07852, -0.921503, 0.145189, 0.0723636
1429033662.902969, -0.0312967, 0.213075, -9.9084, 0.0252529, 0.0217079, -0.0131836, -1.87358, -0.522852, -0.0957474, -0.0565
1429033662.905468, -0.0274428, 0.209214, -9.44699, 0.0215526, 0.0212664, -0.0139785, -0.781029, -0.00475347, -0.362158, -0.0565
1429033662.907968, -0.0236211, 0.213477, -9.4579, 0.0213332, 0.0212346, -0.0138913, 0.194192, -0.0896603, 0.423223, -0.0565
1429033662.910468, -0.0228382, 0.217597, -9.63858, 0.0207715, 0.0210897, -0.0126723, -0.40929, -0.00458956, 0.439577, 0.0722402
1429033662.912968, -0.0283446, 0.218851, -9.73081, 0.0207317, 0.0212348, -0.0119755, 0.33088, 0.108674, 0.0517368, -0.0565
1429033662.915468, -0.0352504, 0.219508, -9.70843, 0.021895, 0.0210931, -0.0125683, 0.595391, -0.240907, -0.407562, -0.0565
1429033662.917969, -0.0358702, 0.220662, -9.64786, 0.0234562, 0.0206472, -0.0129408, 0.566199, -0.0726879, 0.170134, -0.0565
1429033662.920468, -0.0313525, 0.220202, -9.61244, 0.0240641, 0.0205994, -0.0120043, 0.279471, 0.10787, 0.535503, 0.072236
1429033662.922968, -0.0343632, 0.213684, -9.61336, 0.0255301, 0.0215384, -0.0104631, 0.749886, 0.620604, 0.617512, -0.0565
1429033662.925468, -0.0495994, 0.212114, -9.64622, 0.0270055, 0.0233277, -0.00976458, 0.415653, 0.595167, -0.0819787, -0.0565
1429033662.927969, -0.0588379, 0.220233, -9.67431, 0.0273271, 0.023784, -0.0107708, 0.159726, -0.171408, -0.77986, -0.0565
1429033662.930469, -0.0570438, 0.22894, -9.67442, 0.0297189, 0.0227162, -0.0139296, 1.40832, -0.53516, -1.3628, 0.072236
1429033662.932969, -0.0426846, 0.22591, -9.64869, 0.0317786, 0.0220681, -0.0154613, -0.0396073, 0.166342, 0.0488013, -0.0565
1429033662.935469, -0.0304712, 0.218539, -9.62506, 0.0290772, 0.0233484, -0.0143307, -1.90277, 0.762433, 0.708252, -0.0565
1429033662.937970, -0.0283336, 0.212204, -9.62119, 0.0255966, 0.0255097, -0.012384, -0.680462, 0.746712, 0.778221, -0.0565
1429033662.940469, -0.0332524, 0.207086, -9.62858, 0.0246586, 0.0263413, -0.0111821, -0.522524, 0.0315756, 0.307731, 0.0722828
1429033662.942969, -0.0356371, 0.205356, -9.62885, 0.0221588, 0.0255829, -0.0106217, -1.38655, -0.614017, 0.159927, -0.0565
1429033662.945469, -0.0404246, 0.213146, -9.62055, 0.0191049, 0.0235791, -0.0114357, -0.747964, -0.727147, -0.897631, -0.0565
1429033662.947969, -0.0399636, 0.218415, -9.62379, 0.0192453, 0.0228747, -0.0141414, 0.696287, 0.0531971, -1.01322, -0.0565
1429033662.950475, -0.0380922, 0.215688, -9.64289, 0.0219876, 0.0235851, -0.0152166, 1.27484, 0.418723, 0.0370219, 0.072287
1429033662.952970, -0.0359256, 0.209413, -9.65236, 0.0239298, 0.0246701, -0.0145749, 0.118792, 0.417501, 0.311792, -0.0565
1429033662.955469, -0.0339592, 0.208016, -9.64033, 0.0229224, 0.0255198, -0.0138316, -0.653058, 0.26913, 0.302382, -0.0565
1429033662.957970, -0.0280452, 0.218317, -9.61655, 0.0207805, 0.0255233, -0.0125681, -0.8827, -0.364363, 0.623927, -0.0565
1429033662.960469, -0.0279558, 0.234638, -9.59404, 0.0201396, 0.0238616, -0.0117076, 0.976309, -0.880688, 0.0125021, 0.072287
1429033662.962970, -0.035619, 0.24709, -9.59537, 0.025762, 0.0221707, -0.0127455, 3.00843, -0.415906, -0.694491, -0.0565
1429033662.965469, -0.0339536, 0.246067, -9.60681, 0.0327822, 0.0220989, -0.0139992, 2.16872, 0.251889, -0.208825, -0.0565
1429033662.967970, -0.0294212, 0.22967, -9.61326, 0.0343222, 0.0229238, -0.0138662, -0.443876, 0.390843, 0.135154, -0.0565
1429033662.970469, -0.0352245, 0.21501, -9.62318, 0.0328748, 0.0238007, -0.0138031, -0.712246, 0.303209, -0.0126436, 0.0722828
1429033662.972970, -0.0427982, 0.210789, -9.63003, 0.0293165, 0.0243486, -0.0137218, -2.44594, 0.0924617, 0.179701, -0.0565
1429033662.975470, -0.0454726, 0.214373, -9.6331, 0.0228462, 0.0240256, -0.012721, -2.55112, -0.331566, 0.552982, -0.0565
1429033662.977970, -0.0410202, 0.218133, -9.648, 0.0174474, 0.0230413, -0.0116988, -1.47161, -0.277489, 0.112057, -0.0565
1429033662.980470, -0.0360102, 0.216891, -9.66618, 0.0170428, 0.0231685, -0.0121135, 1.02991, 0.281304, -0.199057, -0.0565
1429033662.982970, -0.0366837, 0.217443, -9.66303, 0.0210076, 0.0240226, -0.0118742, 1.88164, 0.311285, 0.389881, 0.0722828
1429033662.985474, -0.0434898, 0.220671, -9.65206, 0.023747, 0.0241324, -0.0112147, 0.0941604, -0.247568, -0.0816286, -0.0565
1429033662.987977, -0.0518977, 0.222912, -9.65201, 0.0224034, 0.0231774, -0.012293, -0.511274, -0.405625, -0.557408, -0.0565
1429033662.990479, -0.0613084, 0.216911, -9.64778, 0.0241481, 0.0229987, -0.0126441, 1.52451, 0.292495, 0.287563, -0.0565
1429033662.993196, -0.0635592, 0.205374, -9.63915, 0.0269177, 0.0239084, -0.0115438, 0.270337, 0.201106, 0.486374, 0.066987
1429033662.995483, -0.0548473, 0.200886, -9.63347, 0.024594, 0.0237594, -0.0105161, -1.91259, -0.295892, 0.352576, -0.0565
1429033662.997986, -0.0409704, 0.200678, -9.65199, 0.0170571, 0.0223756, -0.0090657, -3.31345, -0.625312, 0.805221, -0.0565
1429033663.000488, -0.0326487, 0.204427, -9.68407, 0.0116682, 0.0216467, -0.00697389, -1.41232, 0.0142008, 0.702765, -0.0565
1429033663.002971, -0.0304124, 0.212172, -9.69943, 0.0106252, 0.0222893, -0.00705859, 0.534214, 0.421152, -0.750415, 0.0723168
1429033663.005492, -0.0312286, 0.212609, -9.68517, 0.0130141, 0.0235169, -0.0094479, 0.953302, 0.49296, -0.818364, -0.0565
1429033663.007995, -0.0307145, 0.2074, -9.67232, 0.0155926, 0.0242262, -0.0104368, 1.29808, 0.122622, -0.208601, -0.0565
1429033663.010497, -0.0336062, 0.201996, -9.66033, 0.0195906, 0.0244097, -0.0109613, 1.78684, 0.112697, -0.301525, -0.0565
1429033663.012999, -0.0421402, 0.199701, -9.63893, 0.022664, 0.0246563, -0.0118009, 0.490397, 0.0313669, -0.2129, 0.0723168
1429033663.015501, -0.0443312, 0.201196, -9.61551, 0.0219466, 0.0241134, -0.011894, -0.633657, -0.484407, 0.0611022, -0.0565
1429033663.018003, -0.0353728, 0.210167, -9.61496, 0.024038, 0.0228195, -0.0121367, 2.0102, -0.335515, -0.196569, -0.0565
1429033663.020503, -0.028232, 0.223495, -9.63306, 0.0289756, 0.0231208, -0.0124081, 1.92444, 0.51403, 0.0506639, -0.0565
1429033663.022971, -0.0257293, 0.219277, -9.6461, 0.0315904, 0.0244873, -0.0120643, 0.0594854, 0.431314, 0.0685677, 0.0723125
1429033663.025505, -0.0297273, 0.199494, -9.6388, 0.0308113, 0.0247826, -0.0130153, -0.162944, -0.165701, -0.727981, -0.0565
1429033663.028004, -0.0353072, 0.197125, -9.62916, 0.0302356, 0.0239521, -0.014475, -0.721931, -0.548512, -0.401169, -0.0565
1429033663.030503, -0.0368051, 0.208689, -9.63796, 0.0253945, 0.0221948, -0.013767, -2.71516, -0.716031, 0.813603, -0.0565
1429033663.033004, -0.0424656, 0.214285, -9.6401, 0.02011, 0.0209268, -0.0116453, -0.98671, -0.437111, 0.805214, 0.0723168
1429033663.035503, -0.0487852, 0.212322, -9.64062, 0.0213584, 0.0202793, -0.0105246, 1.407, 0.0190437, 0.162765, -0.0565
1429033663.037971, -0.0452472, 0.214154, -9.64796, 0.0242478, 0.0215592, -0.0103925, 0.606403, 0.834838, -0.0741631, -0.0565
1429033663.040471, -0.037616, 0.220817, -9.6541, 0.0239174, 0.0233239, -0.0109039, -0.635147, 0.469387, -0.325665, -0.0565
