-2.15223e-05  4.23439e-06  3.08289e-05            1 -1.52114e-07  4.85625e-07     0.149985 -0.000121691    0.0003885   -0.0120834            0            0            0            0            0            0	  0.0500016   0.0500016   0.0500016 1.36304e-11 1.36198e-11         0.2 7.24835e-05 7.24767e-05 6.47133e-05         0.1         0.1         0.1         0.1         0.1         0.1	0	0.0541756	0
 5.28797e-05 -3.82842e-05  2.24045e-05            1 -1.01996e-06  2.18428e-06     0.608876 -0.000572585  0.000970424   -0.0119839 -2.78582e-10 -8.72518e-11 -3.05749e-15  3.03681e-12  1.54328e-11 -7.17065e-07	  0.0500045   0.0500045   0.0500045  7.1916e-10 7.18974e-10  0.00246914 0.000199589 0.000199559 0.000130723         0.1         0.1         0.1         0.1         0.1         0.1	0	0.0377284	2.93874e-39
 0.000236364 -0.000131107 -5.18786e-05            1 -3.34993e-06  5.22409e-06     0.614617   -0.0012914   0.00146144   -0.0122595 -1.41606e-09  -8.3593e-10 -5.85651e-15 -1.56041e-11  2.41441e-11 -2.91748e-06	  0.0500086   0.0500086   0.0500086 4.10145e-09 4.10064e-09  0.00124224 0.000386419 0.000386396 0.000198055         0.1         0.1         0.1         0.1         0.1         0.1	0	0.0376451	9.18355e-41
 0.000398417 -0.000225413 -0.000122617            1 -7.63434e-06  9.59968e-06     0.614586  -0.00213613   0.00203903   -0.0126068 -1.41606e-09  -8.3593e-10 -5.85651e-15 -1.56041e-11  2.41441e-11 -2.91748e-06	   0.050014    0.050014    0.050014  1.3259e-08 1.32573e-08  0.00124224 0.000632866 0.000632886 0.000266756         0.1         0.1         0.1         0.1         0.1         0.1	0	0.0376691	0
 0.000535352  -0.00031646 -0.000197207            1 -1.40674e-05  1.52531e-05     0.614554  -0.00301029   0.00248373   -0.0128616 -1.41606e-09  -8.3593e-10 -5.85651e-15 -1.56041e-11  2.41441e-11 -2.91748e-06	  0.0500206   0.0500206   0.0500206 3.24187e-08  3.2417e-08  0.00124225 0.000940178 0.000940323 0.000336787         0.1         0.1         0.1         0.1         0.1         0.1	0	0.0376985	0
 0.000651462 -0.000396185 -0.000278158            1 -2.25878e-05  2.18031e-05     0.616508   -0.0038067   0.00275694   -0.0130157 -1.24823e-08    -1.48e-08  2.36204e-12 -1.33946e-09 -2.14358e-09  -1.4168e-05	  0.0500285   0.0500285   0.0500285 6.69553e-08 6.69571e-08 0.000829888  0.00130909  0.00130943 0.000408084         0.1         0.1         0.1         0.1         0.1         0.1	0	0.0376988	0
 0.000756743 -0.000467355 -0.000359441            1 -3.30713e-05  2.90605e-05     0.616476  -0.00458015   0.00304894    -0.013183 -1.24823e-08    -1.48e-08  2.36204e-12 -1.33946e-09 -2.14358e-09  -1.4168e-05	  0.0500376   0.0500376   0.0500376 1.23389e-07 1.23401e-07   0.0008299  0.00173864  0.00173922 0.000480698         0.1         0.1         0.1         0.1         0.1         0.1	0	0.0377388	-6.01853e-36
 0.000865432 -0.000532683 -0.000429606     0.999999 -4.55346e-05  3.72614e-05     0.616442  -0.00539046   0.00351179   -0.0134079 -1.24823e-08    -1.48e-08  2.36204e-12 -1.33946e-09 -2.14358e-09  -1.4168e-05	   0.050048    0.050048    0.050048  2.0936e-07 2.09394e-07 0.000829918  0.00222797  0.00222881 0.000554709         0.1         0.1         0.1         0.1         0.1         0.1	0	0.037784	-1.20371e-35
 0.000993743 -0.000591535 -0.000481864     0.999999 -6.00247e-05  4.67261e-05     0.616409  -0.00620159      0.00406   -0.0136275 -1.24823e-08    -1.48e-08  2.36204e-12 -1.33946e-09 -2.14358e-09  -1.4168e-05	  0.0500596   0.0500596   0.0500596 3.33639e-07  3.3371e-07 0.000829943  0.00277797  0.00277907 0.000630093         0.1         0.1         0.1         0.1         0.1         0.1	0	0.0378345	-1.20371e-35
   0.0011505 -0.000637397 -0.000519647     0.999999 -7.64991e-05  5.74343e-05     0.617399  -0.00698466   0.00451153   -0.0137738 -5.15369e-08 -8.29571e-08  3.42751e-11 -1.05898e-08 -1.75519e-08  -4.1586e-05	  0.0500725   0.0500725   0.0500725 5.06163e-07 5.06291e-07 0.000623117  0.00339003  0.00339146 0.000706749         0.1         0.1         0.1         0.1         0.1   0.0999999	0	0.0378731	0
  0.00131181 -0.000671102 -0.000553559     0.999999 -9.49655e-05  6.91266e-05     0.617365   -0.0077885   0.00484231   -0.0138616 -5.15369e-08 -8.29571e-08  3.42751e-11 -1.05898e-08 -1.75519e-08  -4.1586e-05	  0.0500866   0.0500866   0.0500866 7.38049e-07 7.38261e-07 0.000623151  0.00406464   0.0040665 0.000784703         0.1         0.1         0.1         0.1         0.1   0.0999999	0	0.0379343	0
  0.00143346 -0.000698104 -0.000590946     0.999999 -0.000115523   8.1657e-05      0.61733  -0.00865748   0.00518203   -0.0139173 -5.15369e-08 -8.29571e-08  3.42751e-11 -1.05898e-08 -1.75519e-08  -4.1586e-05	   0.050102    0.050102    0.050102 1.04158e-06 1.04191e-06 0.000623195  0.00480139   0.0048038 0.000864043         0.1         0.1         0.1         0.1         0.1         0.1	0	0.038001	0
  0.00148531 -0.000729825 -0.000632231     0.999998 -0.000138288  9.51505e-05     0.617295  -0.00955477   0.00561273   -0.0139606 -5.15369e-08 -8.29571e-08  3.42751e-11 -1.05898e-08 -1.75519e-08  -4.1586e-05	  0.0501186   0.0501186   0.0501186 1.43019e-06 1.43069e-06  0.00062325  0.00560001    0.005603 0.000944799         0.1         0.1         0.1         0.1         0.1         0.1	0	0.0380731	0
  0.00151144 -0.000760006 -0.000676231     0.999998 -0.000163228   0.00010975     0.617822    -0.010419   0.00608151   -0.0139651 -1.31471e-07 -2.30532e-07  1.54268e-10 -3.22649e-08 -5.47189e-08 -8.13697e-05	  0.0501365   0.0501365   0.0501365 1.91848e-06 1.91921e-06 0.000498934   0.0064611  0.00646469  0.00102685         0.1         0.1         0.1         0.1         0.1   0.0999994	0	0.0381402	0
  0.00158094 -0.000782742 -0.000720411     0.999998 -0.000190326  0.000125486     0.617787   -0.0112595   0.00650776   -0.0139054 -1.31471e-07 -2.30532e-07  1.54268e-10 -3.22649e-08 -5.47189e-08 -8.13697e-05	  0.0501556   0.0501556   0.0501556 2.52226e-06 2.52329e-06 0.000499002  0.00738654  0.00739077  0.00111023         0.1         0.1         0.1         0.1         0.1   0.0999994	0	0.0382232	0
  0.00171689 -0.000794501 -0.000759194     0.999998 -0.000219521  0.000142219     0.617752   -0.0120963   0.00687862   -0.0137289 -1.31471e-07 -2.30532e-07  1.54268e-10 -3.22649e-08 -5.47189e-08 -8.13697e-05	   0.050176    0.050176    0.050176 3.25866e-06 3.26006e-06 0.000499084  0.00837848  0.00838344  0.00119491         0.1         0.1         0.1         0.1         0.1   0.0999994	0	0.0383121	0
  0.00187413 -0.000793481 -0.000788735     0.999998 -0.000250797  0.000159858     0.617718    -0.012925   0.00723226   -0.0134808 -1.31471e-07 -2.30532e-07  1.54268e-10 -3.22649e-08 -5.47189e-08 -8.13697e-05	  0.0501976   0.0501976   0.0501976 4.14602e-06 4.14789e-06 0.000499181  0.00943602  0.00944177  0.00128091         0.1         0.1         0.1         0.1         0.1   0.0999994	0	0.0384066	0
  0.00199163 -0.000776579 -0.000810747     0.999997 -0.000284147  0.000178384     0.617685    -0.013755   0.00758866    -0.013277 -1.31471e-07 -2.30532e-07  1.54268e-10 -3.22649e-08 -5.47189e-08 -8.13697e-05	  0.0502205   0.0502205   0.0502205 5.20378e-06 5.20623e-06 0.000499295   0.0105548   0.0105614  0.00136823         0.1         0.1         0.1         0.1         0.1   0.0999994	0	0.0385064	0
  0.00205637 -0.000747039 -0.000830028     0.999997 -0.000319483  0.000197734     0.618049   -0.0145893    0.0079376   -0.0131447 -3.12837e-07 -5.83909e-07  5.86355e-10 -8.22696e-08 -1.46099e-07 -0.000148007	  0.0502446   0.0502446   0.0502446 6.45235e-06 6.45551e-06 0.000416288   0.0117323   0.0117398   0.0014567         0.1         0.1         0.1         0.1         0.1   0.0999971	0	0.0386044	0
  0.00209012 -0.000723255 -0.000842053     0.999997  -0.00035701  0.000218002     0.618016   -0.0154323   0.00827658   -0.0130498 -3.12837e-07 -5.83909e-07  5.86355e-10 -8.22696e-08 -1.46099e-07 -0.000148007	    0.05027     0.05027     0.05027 7.91331e-06 7.91732e-06 0.000416418   0.0129715     0.01298   0.0015467         0.1         0.1         0.1         0.1         0.1   0.0999971	0	0.0387148	0
  0.00213259 -0.000701236 -0.000835257     0.999997 -0.000396669  0.000239116     0.617984   -0.0162948   0.00861487   -0.0129076 -3.12837e-07 -5.83909e-07  5.86355e-10 -8.22696e-08 -1.46099e-07 -0.000148007	  0.0502966   0.0502966   0.0502967 9.60954e-06 9.61457e-06 0.000416569   0.0142755   0.0142851  0.00163805         0.1         0.1         0.1         0.1         0.1   0.0999971	0	0.0388308	0
   0.0022097 -0.000676226  -0.00081591     0.999997  -0.00043853  0.000261107     0.617952    -0.017194   0.00897732   -0.0127647 -3.12837e-07 -5.83909e-07  5.86355e-10 -8.22696e-08 -1.46099e-07 -0.000148007	  0.0503245   0.0503245   0.0503245 1.15652e-05 1.15714e-05 0.000416741   0.0156424   0.0156532  0.00173084         0.1         0.1         0.1         0.1         0.1   0.0999971	0	0.0389522	0
  0.00232317 -0.000635118 -0.000804634     0.999997 -0.000482511  0.000283939     0.618153   -0.0181086   0.00935658   -0.0126533 -5.28828e-07 -1.02415e-06  1.25382e-09 -1.40623e-07 -2.60118e-07 -0.000214947	  0.0503536   0.0503535   0.0503537 1.38053e-05  1.3813e-05 0.000357365   0.0170692   0.0170813  0.00182455         0.1         0.1         0.1         0.1         0.1   0.0999922	0	0.0390738	0
  0.00243746 -0.000581767 -0.000811496     0.999997 -0.000528912  0.000307789     0.618121   -0.0190123   0.00972337   -0.0125587 -5.28828e-07 -1.02415e-06  1.25382e-09 -1.40623e-07 -2.60118e-07 -0.000214947	   0.050384   0.0503839    0.050384 1.63563e-05 1.63656e-05 0.000357558   0.0185588   0.0185723  0.00192003         0.1         0.1         0.1         0.1         0.1   0.0999922	0	0.039206	0
  0.00253406 -0.000510402 -0.000822987     0.999996 -0.000577539   0.00033252      0.61809   -0.0198892    0.0100616   -0.0123533 -5.28828e-07 -1.02415e-06  1.25382e-09 -1.40623e-07 -2.60118e-07 -0.000214947	  0.0504156   0.0504155   0.0504157 1.92459e-05 1.92571e-05 0.000357776   0.0201178   0.0201326  0.00201677         0.1         0.1         0.1         0.1         0.1   0.0999922	0	0.0393442	0
  0.00261584 -0.000426127 -0.000816642     0.999996 -0.000628357  0.000358095      0.61806   -0.0207652    0.0103984   -0.0120001 -5.28828e-07 -1.02415e-06  1.25382e-09 -1.40623e-07 -2.60118e-07 -0.000214947	  0.0504485   0.0504484   0.0504485 2.25036e-05  2.2517e-05  0.00035802   0.0217494   0.0217656  0.00211485         0.1         0.1         0.1         0.1         0.1   0.0999922	0	0.0394887	0
  0.00268685 -0.000354803 -0.000785699     0.999996 -0.000682106   0.00038494     0.617553   -0.0216871    0.0107764   -0.0116242  2.80343e-07  6.95285e-07 -1.83375e-09  6.57472e-08  1.77621e-07  2.07452e-06	  0.0504825   0.0504823   0.0504827 2.61599e-05 2.61759e-05 0.000313412    0.023451   0.0234688   0.0022134         0.1         0.1         0.1         0.1         0.1    0.099983	0	0.0396351	0
  0.00277444  -0.00027168 -0.000736285     0.999996 -0.000737484  0.000412394     0.617524   -0.0226153    0.0111868   -0.0111512  2.80343e-07  6.95285e-07 -1.83375e-09  6.57472e-08  1.77621e-07  2.07452e-06	  0.0505179   0.0505176    0.050518  3.0247e-05 3.02659e-05 0.000313681   0.0252192   0.0252387  0.00231435         0.1         0.1         0.1         0.1         0.1    0.099983	0	0.0397915	0
   0.0028678 -0.000193826 -0.000675907     0.999996 -0.000795196  0.000440943     0.617497   -0.0235541    0.0116524   -0.0106659  2.80343e-07  6.95285e-07 -1.83375e-09  6.57472e-08  1.77621e-07  2.07452e-06	  0.0505545   0.0505543   0.0505547 3.47976e-05 3.48197e-05 0.000313982   0.0270533   0.0270744  0.00241673         0.1         0.1         0.1         0.1         0.1    0.099983	0	0.0399537	0
  0.00294629 -0.000108087  -0.00061382     0.999995 -0.000855269  0.000470717     0.617471    -0.024504    0.0121667    -0.010148  2.80343e-07  6.95285e-07 -1.83375e-09  6.57472e-08  1.77621e-07  2.07452e-06	  0.0505924   0.0505921   0.0505925 3.98459e-05 3.98716e-05 0.000314314   0.0289547   0.0289775  0.00252057         0.1         0.1         0.1         0.1         0.1    0.099983	0	0.0401217	0
  0.00299827   5.5636e-06 -0.000558873     0.999995 -0.000917219  0.000501511     0.617628   -0.0254762    0.0126918  -0.00954904 -2.41109e-07 -4.44265e-07  5.12131e-10 -5.47937e-08 -1.06352e-07 -0.000120355	  0.0506314   0.0506309   0.0506317  4.5427e-05  4.5457e-05 0.000279538   0.0309242    0.030949  0.00262413         0.1         0.1         0.1         0.1         0.1    0.099967	0	0.040292	0
  0.00302337  0.000118068  -0.00051162     0.999995 -0.000982185  0.000533902     0.617604   -0.0264965    0.0132213  -0.00898879 -2.41109e-07 -4.44265e-07  5.12131e-10 -5.47937e-08 -1.06352e-07 -0.000120355	  0.0506718   0.0506713    0.050672 5.15783e-05 5.16129e-05 0.000279901   0.0329596   0.0329864  0.00273088         0.1         0.1         0.1         0.1         0.1    0.099967	0	0.0404717	0
  0.00303045  0.000227359  -0.00047128     0.999995  -0.00104971  0.000567615     0.617583   -0.0275212    0.0137484  -0.00847203 -2.41109e-07 -4.44265e-07  5.12131e-10 -5.47937e-08 -1.06352e-07 -0.000120355	  0.0507134   0.0507129   0.0507137 5.83371e-05 5.83767e-05 0.000280301    0.035057   0.0350859  0.00283903         0.1         0.1         0.1         0.1         0.1    0.099967	0	0.0406569	0
  0.00301861  0.000338849 -0.000437637     0.999995   -0.0011198  0.000602651     0.617562   -0.0285529    0.0142807  -0.00797635 -2.41109e-07 -4.44265e-07  5.12131e-10 -5.47937e-08 -1.06352e-07 -0.000120355	  0.0507563   0.0507558   0.0507565  6.5742e-05 6.57873e-05 0.000280739   0.0372181   0.0372492  0.00294859         0.1         0.1         0.1         0.1         0.1    0.099967	0	0.0408476	0
  0.00302684  0.000471302 -0.000403249     0.999995  -0.00119163  0.000638567     0.617702   -0.0295948    0.0148095  -0.00736924 -9.93439e-07 -2.08606e-06  4.32287e-09 -2.02759e-07 -5.03731e-07 -0.000272572	  0.0508003   0.0507992   0.0508007 7.38326e-05 7.38848e-05 0.000252828   0.0394492    0.039483  0.00305658         0.1         0.1         0.1         0.1         0.1   0.0999411	0	0.0410409	0
